ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,Name
US00165C1045,AMC,10,1.36429,,65.31,,,,,,,,EOF961450730,,8.91,02/02/2021,16:28:00,Buy,6.530869537,Basic Materials,Other Industrial Metals & Mining,Kandi
US09354A1007,BLNK,1,1.36403,,33.52,,,,,,,,EOF961472561,,45.72,02/02/2021,16:51:00,Buy,33.51832438,Financial Services,Shell Companies,NIO Inc
CA37958K1093,REZZF,200,1.36399,,49.14,,,,,,,,EOF962659417,,0.34,02/02/2021,17:49:00,Buy,0.24926869,Financial Services,Shell Companies,BioNano
US36467W1099,GME,1,1.36486,,81.28,,,,,,,,EOF962680394,,110.93,02/02/2021,18:32:00,Buy,81.27573524,Healthcare,Biotechnology,Virgin Galactic
US7561091049,O,2,1.36537,-0.23,88.8,,,,,,,,EOF962680694,,60.62,02/02/2021,18:32:00,Sell,44.39822173,Consumer Cyclical,Specialty Retail,Niu Technologies
US36467W1099,GME,1,1.36502,,80.58,,,,,,,,EOF962680813,,110,02/02/2021,18:33:00,Buy,80.58489985,Technology,Communication Equipment,ReneSola 
US4350631028,HOL,1,1.36494,,12.62,,,,,,,,EOF966934187,,17.22,02/03/2021,14:30:00,Buy,12.61593916,Consumer Defensive,Grocery Stores,ReneSola 
KYG372881006,FTOC,7,1.36625,5.09,71.93,,,,,,,,EOF966958019,,14.04,02/03/2021,14:39:00,Sell,10.27630375,Basic Materials,Other Industrial Metals & Mining,Nokia ADR
BMG6964L1072,PSFE,20,1.3664,25.54,255.56,,,,,,,,EOF966959131,,17.46,02/03/2021,14:40:00,Sell,12.77810304,Basic Materials,Other Industrial Metals & Mining,Nokia ADR
CH0346177709,OBSV,50,1.36556,,139.14,,,,,,,,EOF966968949,,3.8,02/03/2021,14:44:00,Buy,2.782741146,Basic Materials,Other Industrial Metals & Mining,Nokia ADR
US63910B1026,NLS,33,1.36645,104.44,582.74,,,,,,,,EOF968611932,,24.13,02/03/2021,15:05:00,Sell,17.65889714,Consumer Cyclical,Leisure,Nokia ADR
CA37958K1093,REZZF,500,1.36447,,197.55,,,,,,,,EOF969543035,,0.54,02/03/2021,15:26:00,Buy,0.39575806,Technology,Computer Hardware,Roku
US92671V1061,VIEW,20,1.36439,,164.62,,,,,,,,EOF969574495,,11.23,02/03/2021,15:55:00,Buy,8.230784453,Technology,Computer Hardware,Tattooed Chef
US4350631028,HOL,5,1.36439,,60.69,,,,,,,,EOF969575207,,16.56,02/03/2021,15:56:00,Buy,12.13729212,Technology,Communication Equipment,Tesla
CH0346177709,OBSV,50,1.36435,,137.79,,,,,,,,EOF969579521,,3.76,02/03/2021,16:00:00,Buy,2.755891084,Technology,Solar,Apple
US09354A1007,BLNK,1,1.36454,,36.35,,,,,,,,EOF970632332,,49.6,02/03/2021,16:03:00,Buy,36.3492459,Financial Services,Shell Companies,Airgain
US92836Y3009,VISL,5,1.36477,,10.95,,,,,,,,EOF970633224,,2.99,02/03/2021,16:04:00,Buy,2.190845344,Financial Services,Shell Companies,Shift Technologies
US42226N1090,HCMC,60000,1.36436,,74.73,,,,,,,,EOF970681471,,0,02/03/2021,17:19:00,Buy,0,Consumer Cyclical,Leisure,Virgin Galactic
CA37958K1093,REZZF,100,1.36479,,46.56,,,,,,,,EOF971632966,,0.64,02/03/2021,17:22:00,Buy,0.468936613,Technology,Electronic Components,AMC Entertainment Holdings
CA37958K1093,REZZF,200,1.36441,,101.16,,,,,,,,EOF971634571,,0.69,02/03/2021,17:25:00,Buy,0.505713092,Consumer Cyclical,Auto Parts,BlackBerry
CA37958K1093,REZZF,1200,1.36432,54,492.55,,,,,,,,EOF972639527,,0.56,02/03/2021,19:04:00,Sell,0.410460889,Consumer Cyclical,Auto Parts,AMC Entertainment Holdings
US70614W1009,PTON,1,1.36343,,107.24,,,,,,,,EOF972674478,,146.21,02/03/2021,20:20:00,Buy,107.2368952,Basic Materials,Other Industrial Metals & Mining,Blink Charging
CA26210W1005,TAKOF,100,1.36712,,103.14,,,,,,,,EOF974650395,,1.41,02/04/2021,14:30:00,Buy,1.031365206,Uncategorised,Uncategorised,Nokia ADR
CA26210W1005,TAKOF,100,1.36668,,103.17,,,,,,,,EOF974668188,,1.41,02/04/2021,14:30:00,Buy,1.031697252,Communication Services,Electronic Gaming & Multimedia,Healthier Choices Management
US92836Y3009,VISL,10,1.36588,,20.43,,,,,,,,EOF976885278,,2.79,02/04/2021,14:37:00,Buy,2.042639178,Financial Services,Shell Companies,Healthier Choices Management
US86803X2045,SUNW,6,1.36716,,103.53,,,,,,,,EOF976908152,,23.59,02/04/2021,14:47:00,Buy,17.25474707,Basic Materials,Other Industrial Metals & Mining,Palantir
US1714391026,CCIV,8,1.36731,52.56,160.9,,,,,,,,EOF976916785,,27.5,02/04/2021,14:53:00,Sell,20.11248364,Technology,Solar,ChargePoint Holdings
KYG8251L1059,IPOF,30,1.36723,13.7,335.93,,,,,,,,EOF976921245,,15.31,02/04/2021,14:56:00,Sell,11.19782334,Basic Materials,Specialty Chemicals,NIO Inc
US70614W1009,PTON,1,1.36568,10.77,112.03,,,,,,,,EOF979244065,,153,02/04/2021,16:01:00,Sell,112.0321012,Healthcare,Biotechnology,Tesla
US12619F1049,CPSH,5,1.36607,,77.05,,,,,,,,EOF980734808,,21.05,02/04/2021,16:49:00,Buy,15.40916644,Consumer Cyclical,Apparel Retail,BioNano
US7761531083,RMO,5,1.36603,,67.16,,,,,,,,EOF980735725,,18.35,02/04/2021,16:50:00,Buy,13.43308712,Uncategorised,Uncategorised,LTC Properties
US7761531083,RMO,10,1.36605,,134.47,,,,,,,,EOF980735824,,18.37,02/04/2021,16:50:00,Buy,13.4475312,Consumer Cyclical,Auto Manufacturers,Square
CA37958K1093,REZZF,130,1.36604,,92.7,,,,,,,,EOF980737386,,0.97,02/04/2021,16:53:00,Buy,0.710081696,Consumer Cyclical,Leisure,American Airlines
BMG6964L1072,PSFE,10,1.36644,20.38,135.39,,,,,,,,EOF980737670,,18.5,02/04/2021,16:53:00,Sell,13.53883083,Financial Services,Insurance—Property & Casualty,ServiceNow
US83067L1098,SKLZ,1,1.3662,,28.43,,,,,,,,EOF980738552,,38.84,02/04/2021,16:54:00,Buy,28.42921973,Technology,Communication Equipment,Tattooed Chef
US1714391026,CCIV,5,1.36583,,108.39,,,,,,,,EOF980743982,,29.61,02/04/2021,17:05:00,Buy,21.67912551,Technology,Electronic Components,PEDEVCO 
CA37958K1093,REZZF,100,1.36597,,67.31,,,,,,,,EOF980761638,,0.92,02/04/2021,17:38:00,Buy,0.67351406,Communication Services,Internet Content & Information,Romeo Power
US86803X2045,SUNW,6,1.36758,,94.15,,,,,,,,EOF982752710,,21.46,02/04/2021,20:33:00,Buy,15.69195221,Communication Services,Entertainment,Peridot Acquisition Corporation
US3743964062,GEVO,10,1.36722,,85.87,,,,,,,,EOF982758335,,11.74,02/04/2021,20:42:00,Buy,8.586767309,Communication Services,Telecom Services,Healthier Choices Management
CH0346177709,OBSV,20,1.37214,,54.51,,,,,,,,EOF985827868,,3.74,02/05/2021,14:43:00,Buy,2.725669392,Financial Services,Shell Companies,Healthier Choices Management
US3647601083,GPS,6,1.37369,3.03,97.4,,,,,,,,EOF989718060,,22.3,02/05/2021,15:26:00,Sell,16.23364806,Technology,Computer Hardware,Tuscan  
IE00BK5BZT14,3CRM,25,100,56.75,602,,,,,,,,EOF989719499,,2408,02/05/2021,15:27:00,Sell,24.08,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US98138J2069,WKHS,10,1.37367,,296.14,,,,,,,,EOF989727827,,40.68,02/05/2021,15:33:00,Buy,29.61409946,Technology,Software—Application,Global Battery Metals
US70614W1009,PTON,1,1.3733,,104.91,,,,,,,,EOF990532338,,144.08,02/05/2021,15:37:00,Buy,104.9151678,Consumer Defensive,Packaged Foods,Healthier Choices Management
US52567D1072,LMND,6,1.37246,99.77,637.44,,,,,,,,EOF991750169,,145.81,02/05/2021,17:05:00,Sell,106.2398904,Energy,Oil & Gas E&P,BlackBerry
US92836Y3009,VISL,50,1.37197,,104.59,,,,,,,,EOF991751849,,2.87,02/05/2021,17:07:00,Buy,2.091882476,Energy,Oil & Gas E&P,AMC Entertainment Holdings
US02083E1055,ALPP,90,1.37267,144.79,429.46,,,,,,,,EOF991755172,,6.55,02/05/2021,17:12:00,Sell,4.771722264,Energy,Oil & Gas E&P,Blink Charging
US57667L1070,MTCH,1,1.37311,0.78,114.12,,,,,,,,EOF991777019,,156.7,02/05/2021,17:53:00,Sell,114.1205002,Energy,Oil & Gas E&P,Global Battery Metals
US44852D1081,HUYA,8,1.37338,30.69,160.65,,,,,,,,EOF991780073,,27.58,02/05/2021,17:59:00,Sell,20.08184188,Energy,Oil & Gas E&P,GameStop
US46265G1076,IQST,700,1.3725,,377.16,,,,,,,,EOF992895360,,0.74,02/05/2021,18:33:00,Buy,0.539162113,Energy,Oil & Gas E&P,Realty Income
KYG8990Y1035,PACE,5,1.37258,,40.94,,,,,,,,EOF992899514,,11.24,02/05/2021,18:42:00,Buy,8.188958021,Energy,Oil & Gas E&P,GameStop
US63008G2030,NNDM,18,1.37264,,194.6,,,,,,,,EOF992902614,,14.84,02/05/2021,18:48:00,Buy,10.81128337,Technology,Solar,Invesco Mortgage Capital
KYG8990Y1035,PACE,15,1.37284,,123.14,,,,,,,,EOF992903358,,11.27,02/05/2021,18:49:00,Buy,8.209259637,Consumer Cyclical,Specialty Retail,Holicity 
US45166V1061,IDEX,50,1.37263,,179.22,,,,,,,,EOF992931709,,4.92,02/05/2021,19:49:00,Buy,3.584359951,Uncategorised,Uncategorised,FTAC Olympus Acquisition
US87663X1028,TTCF,30,1.37322,41.09,535.02,,,,,,,,EOF994096659,,24.49,02/05/2021,20:17:00,Sell,17.83399601,Consumer Cyclical,Auto Manufacturers,Paysafe
IM00B3NTV894,BPC,21000,100,-422.29,126,,,,,,,,EOF996016482,,0.6,02/08/2021,08:16:00,Sell,0.006,Consumer Cyclical,Auto Manufacturers,ObsEva 
IM00B3NTV894,BPC,10500,100,-211.15,63,,,,,,,,EOF996016483,,0.6,02/08/2021,08:16:00,Sell,0.006,Consumer Cyclical,Internet Retail,Nautilus Group
IM00B3NTV894,BPC,14000,100,-281.53,84,,,,,,,,EOF996016949,,0.6,02/08/2021,08:17:00,Sell,0.006,Technology,Solar,Global Battery Metals
IM00B3NTV894,BPC,3500,100,-70.38,21,,,,,,,,EOF996017221,,0.6,02/08/2021,08:18:00,Sell,0.006,Technology,Solar,View
IM00B3NTV894,BPC,5335.12473,100,-107.29,32.01,,,,,,,,EOF996017301,,0.6,02/08/2021,08:18:00,Sell,0.006,Consumer Cyclical,Auto Manufacturers,Holicity 
IM00B3NTV894,BPC,21000,100,-422.29,126,,,,,,,,EOF996017390,,0.6,02/08/2021,08:18:00,Sell,0.006,Industrials,Electrical Equipment & Parts,ObsEva 
IM00B3NTV894,BPC,10500,100,-211.15,63,,,,,,,,EOF996017397,,0.6,02/08/2021,08:19:00,Sell,0.006,Technology,Communication Equipment,Blink Charging
US8676524064,SPWR,10,1.37142,,327.76,,,,,,,,EOF999456918,,44.95,02/08/2021,14:33:00,Buy,32.77624652,Financial Services,Shell Companies,Vislink Technologies
US09354A1007,BLNK,6,1.37227,80.51,249.57,,,,,,,,EOF999475306,,57.08,02/08/2021,14:39:00,Sell,41.59531288,Technology,Software—Application,Healthier Choices Management
XS2193972598,3LTS,6,1.37192,-2.04,538.89,,,,,,,,EOF1000736135,,123.22,02/08/2021,14:44:00,Sell,89.8157327,Financial Services,Capital Markets,Global Battery Metals
US62914V1061,NIO,2,1.3732,,83.35,,,,,,,,EOF1001633164,,57.23,02/08/2021,15:03:00,Buy,41.67637635,Healthcare,Healthcare Plans,Global Battery Metals
US98138J2069,WKHS,15,1.3736,,418.9,,,,,,,,EOF1001633981,,38.36,02/08/2021,15:04:00,Buy,27.92661619,Healthcare,Biotechnology,Global Battery Metals
US48138M1053,JMIA,5,1.37376,,231.85,,,,,,,,EOF1001635363,,63.7,02/08/2021,15:05:00,Buy,46.36908922,Consumer Cyclical,Internet Retail,Peloton Interactive
US86803X2045,SUNW,8,1.37339,,119.41,,,,,,,,EOF1001636622,,20.5,02/08/2021,15:05:00,Buy,14.92656856,Healthcare,Drug Manufacturers—Specialty & Generic,Drone Delivery Canada
US8676524064,SPWR,5,1.37327,,167.41,,,,,,,,EOF1001637538,,45.98,02/08/2021,15:06:00,Buy,33.4821266,Financial Services,Shell Companies,Drone Delivery Canada
US98422D1054,XPEV,7,1.37316,,236.33,,,,,,,,EOF1001639190,,46.36,02/08/2021,15:07:00,Buy,33.76154272,Financial Services,Shell Companies,Vislink Technologies
US73102V1052,POLA,10,1.37307,,139.39,,,,,,,,EOF1001640220,,19.14,02/08/2021,15:08:00,Buy,13.93956608,Consumer Cyclical,Leisure,Sunworks
US92836Y3009,VISL,15,1.37336,17.99,49.37,,,,,,,,EOF1001640877,,4.52,02/08/2021,15:08:00,Sell,3.291198229,Technology,Electronic Components,Churchill Capital IV
US00835Q1031,AEVA,50,1.3739,,679.08,,,,,,,,EOF1004998563,,18.66,02/08/2021,17:26:00,Buy,13.58177451,Healthcare,Medical Devices,Social Capital Hedosophia VI
US46183W1018,INVU,100,1.37744,,11.62,,,,,,,,EOF1010030144,,0.16,02/09/2021,13:51:00,Buy,0.11615751,Communication Services,Telecom Services,Peloton Interactive
US5657881067,MARA,1,1.37762,,25.83,,,,,,,,EOF1011086936,,35.58,02/09/2021,14:30:00,Buy,25.82715117,Financial Services,Shell Companies,CPS Technologies 
US18914F1030,CLOV,1,1.37744,,9.18,,,,,,,,EOF1011089252,,12.65,02/09/2021,14:30:00,Buy,9.183703101,Financial Services,Banks—Regional,Romeo Power
US0008991046,ADMA,5,1.37742,,10.71,,,,,,,,EOF1011089569,,2.95,02/09/2021,14:30:00,Buy,2.14168518,Financial Services,Shell Companies,Romeo Power
US69269L1044,OZON,1,1.37754,,49.34,,,,,,,,EOF1011099691,,67.97,02/09/2021,14:30:00,Buy,49.34157992,Consumer Cyclical,Internet Retail,Global Battery Metals
CA98980M1095,ZOM,1,1.37905,,1.74,,,,,,,,EOF1011121170,,2.4,02/09/2021,14:35:00,Buy,1.740328487,Technology,Software—Infrastructure,Paysafe
US00835Q1031,AEVA,30,1.37941,41.66,449.11,,,,,,,,EOF1011122190,,20.65,02/09/2021,14:35:00,Sell,14.97016841,Financial Services,Insurance—Property & Casualty,Skillz
KYG8990Y1035,PACE,25,1.37863,,209.45,,,,,,,,EOF1012493707,,11.55,02/09/2021,14:44:00,Buy,8.37788239,Financial Services,Shell Companies,Churchill Capital IV
US63910B1026,NLS,17,1.37855,83.36,329.75,,,,,,,,EOF1012516175,,26.74,02/09/2021,14:52:00,Sell,19.3971927,Financial Services,Shell Companies,Global Battery Metals
US12619F1049,CPSH,5,1.37861,28.85,75.87,,,,,,,,EOF1012517627,,20.92,02/09/2021,14:53:00,Sell,15.17470496,Technology,Solar,LTC Properties
US0909112072,BIOL,50,1.37878,13.92,52.58,,,,,,,,EOF1012519433,,1.45,02/09/2021,14:54:00,Sell,1.051654361,Financial Services,Shell Companies,Sunworks
US46265G1076,IQST,300,1.37918,,184.89,,,,,,,,EOF1014351202,,0.85,02/09/2021,15:41:00,Buy,0.616308241,Financial Services,Shell Companies,Gevo
KYG653051071,NGAC,20,1.37918,,191.42,,,,,,,,EOF1014360863,,13.2,02/09/2021,15:47:00,Buy,9.57090445,Consumer Defensive,Household & Personal Products,ObsEva 
US82837P4081,SI,1,1.37886,,111.6,,,,,,,,EOF1015317404,,153.88,02/09/2021,16:33:00,Buy,111.5994372,Financial Services,Shell Companies,Gap
KYG653051071,NGAC,10,1.37952,,97.93,,,,,,,,EOF1016945514,,13.51,02/09/2021,18:01:00,Buy,9.793261424,Basic Materials,Other Industrial Metals & Mining,3x Salesforce
US69269L1044,OZON,2,1.37915,,92.48,,,,,,,,EOF1016950951,,63.77,02/09/2021,18:09:00,Buy,46.23862524,Healthcare,Biotechnology,Workhorse
US8522341036,SQ,2.5,1.37962,61.64,474.44,,,,,,,,EOF1016951855,,261.82,02/09/2021,18:11:00,Sell,189.7768951,Basic Materials,Other Industrial Metals & Mining,Peloton Interactive
US52567D1072,LMND,3,1.37963,69.65,338.48,,,,,,,,EOF1016952015,,155.66,02/09/2021,18:11:00,Sell,112.8273523,Financial Services,Shell Companies,Lemonade
US90069K1043,THCB,20,1.37954,,289.23,,,,,,,,EOF1016955029,,19.95,02/09/2021,18:15:00,Buy,14.46134219,Technology,Software—Infrastructure,Vislink Technologies
KYG372881006,FTOC,12,1.37935,,116.75,,,,,,,,EOF1016956126,,13.42,02/09/2021,18:17:00,Buy,9.729220285,Financial Services,Banks—Regional,Alpine 4 Technologies
US8676524064,SPWR,5,1.37939,,178.7,,,,,,,,EOF1016974933,,49.3,02/09/2021,18:45:00,Buy,35.74043599,Financial Services,Shell Companies,Match Group
KYG653051071,NGAC,10,1.38062,,95.25,,,,,,,,EOF1017859324,,13.15,02/09/2021,19:45:00,Buy,9.524706291,Consumer Defensive,Grocery Stores,"HUYA, Inc."
US64822P1066,NPA,1,1.38092,,16.36,,,,,,,,EOF1018888504,,22.59,02/09/2021,20:27:00,Buy,16.35865944,Financial Services,Insurance—Property & Casualty,iQSTEL
US4330001060,HIMS,1,1.38121,,16.93,,,,,,,,EOF1018893894,,23.38,02/09/2021,20:37:00,Buy,16.92718703,Consumer Cyclical,Auto Manufacturers,TPG Pace Tech Opportunities
US4350631028,HOL,5,1.38115,,72.04,,,,,,,,EOF1018894768,,19.9,02/09/2021,20:38:00,Buy,14.40828295,Technology,Software—Infrastructure,Nano Dimension 
CA92837C1095,ABEPF,1500,1.38296,,314.65,,,,,,,,EOF1020574649,,0.29,02/10/2021,13:25:00,Buy,0.209695147,Consumer Cyclical,Auto Manufacturers,TPG Pace Tech Opportunities
US0008991046,ADMA,50,1.38474,,110.85,,,,,,,,EOF1024007176,,3.07,02/10/2021,14:56:00,Buy,2.21702269,Technology,Communication Equipment,Ideanomics
CA92837C1095,ABEPF,500,1.38597,43.03,147.91,,,,,,,,EOF1024992551,,0.41,02/10/2021,15:15:00,Sell,0.295821699,Communication Services,Entertainment,Tattooed Chef
US37519D1072,GIK,20,1.38571,,206.25,,,,,,,,EOF1024995062,,14.29,02/10/2021,15:17:00,Buy,10.31240303,Consumer Cyclical,Auto Manufacturers,Bahamas Petroleum
US69608A1088,PLTR,5,1.38491,26.43,129.58,,,,,,,,EOF1025005312,,35.89,02/10/2021,15:23:00,Sell,25.91504141,Communication Services,Telecom Services,Bahamas Petroleum
US82837P4081,SI,1,1.38502,,101.07,,,,,,,,EOF1025016668,,139.98,02/10/2021,15:28:00,Buy,101.0671326,Consumer Cyclical,Auto Manufacturers,Bahamas Petroleum
US00835Q1031,AEVA,20,1.38548,0.48,272.11,,,,,,,,EOF1025024348,,18.85,02/10/2021,15:32:00,Sell,13.60539308,Financial Services,Shell Companies,Bahamas Petroleum
US42226N1090,HCMC,20000,1.38445,,56.35,,,,,,,,EOF1026070802,,0,02/10/2021,16:03:00,Buy,0,Industrials,Airlines,Bahamas Petroleum
US52567D1072,LMND,4,1.3848,89.21,447.66,,,,,,,,EOF1027110343,,154.98,02/10/2021,16:41:00,Sell,111.915078,Communication Services,Entertainment,Bahamas Petroleum
US88160R1014,TSLA,1,1.38426,,589.44,,,,,,,,EOF1027110474,,815.95,02/10/2021,16:41:00,Buy,589.448514,Communication Services,Entertainment,Bahamas Petroleum
US8522341036,SQ,2,1.38491,42,372.24,,,,,,,,EOF1027114193,,257.76,02/10/2021,16:47:00,Sell,186.1203977,Consumer Cyclical,Leisure,SunPower
US88160R1014,TSLA,0.5,1.38441,,293.8,,,,,,,,EOF1027114605,,813.48,02/10/2021,16:48:00,Buy,587.6004941,Basic Materials,Other Industrial Metals & Mining,Blink Charging
US6549022043,NOK,155,1.38477,-145.06,463.39,,,,,,,,EOF1027115086,,4.14,02/10/2021,16:49:00,Sell,2.989666154,Consumer Cyclical,Leisure,3x Long Tesla GraniteShares
US44852D1081,HUYA,10,1.38461,34.64,197.09,,,,,,,,EOF1027115118,,27.29,02/10/2021,16:49:00,Sell,19.70952109,Uncategorised,Uncategorised,NIO Inc
US88160R1014,TSLA,1,1.38472,,582.79,,,,,,,,EOF1027120338,,807,02/10/2021,16:58:00,Buy,582.7893004,Consumer Cyclical,Auto Parts,Workhorse
US46265G1076,IQST,200,1.38417,,118.48,,,,,,,,EOF1028242354,,0.82,02/10/2021,17:38:00,Buy,0.592412782,Technology,Electronic Components,Jumia Technologies
US0547481087,AYRO,20,1.38473,,141.98,,,,,,,,EOF1028272045,,9.83,02/10/2021,18:36:00,Buy,7.098856817,Uncategorised,Uncategorised,Sunworks
US15961R1059,CHPT,10,1.38426,-6.19,287.95,,,,,,,,EOF1029206859,,39.86,02/10/2021,19:39:00,Sell,28.79516854,Uncategorised,Uncategorised,SunPower
ES0177542018,IAG,200,100,,296.3,,,,,,,,EOF1031292417,,148.15,02/11/2021,12:07:00,Buy,1.4815,Basic Materials,Other Industrial Metals & Mining,XPeng
US77543R1023,ROKU,0.5,1.38267,26.25,169.6,,,,,,,,EOF1032728404,,469.01,02/11/2021,14:36:00,Sell,339.2060289,Consumer Cyclical,Auto Manufacturers,Polar Power
US44852D1081,HUYA,10,1.38279,41.42,203.86,,,,,,,,EOF1032728868,,28.19,02/11/2021,14:36:00,Sell,20.38632041,Consumer Cyclical,Auto Parts,Vislink Technologies
US63910B1026,NLS,20,1.38277,126.39,416.27,,,,,,,,EOF1033395593,,28.78,02/11/2021,14:40:00,Sell,20.81329505,Basic Materials,Other Industrial Metals & Mining,Aeva Technologies
CA92837C1095,ABEPF,500,1.38221,,188.65,,,,,,,,EOF1033400214,,0.52,02/11/2021,14:42:00,Buy,0.376209114,Technology,Computer Hardware,Investview
US70614W1009,PTON,2,1.38213,5.34,211.5,,,,,,,,EOF1033427167,,146.16,02/11/2021,14:51:00,Sell,105.7498209,Basic Materials,Other Industrial Metals & Mining,Marathon Digital Holdings
IE00B3VVMM84,VFEM,2,1,9.43,110.67,,,,,,,,EOF1033429677,,55.34,02/11/2021,14:52:00,Sell,55.34,Consumer Defensive,Grocery Stores,Clover Health Investments
US4837091010,KNDI,20,1.38208,-0.62,134.72,,,,,,,,EOF1034382214,,9.31,02/11/2021,14:53:00,Sell,6.736223663,Financial Services,Shell Companies,ADMA Biologics
US02083E1055,ALPP,50,1.38189,148.68,306.83,,,,,,,,EOF1034384332,,8.48,02/11/2021,14:54:00,Sell,6.136523168,Consumer Cyclical,Auto Manufacturers,Ozon
DE0002635299,EXSH,2,1.13869,3.86,28.91,,,,,,,,EOF1034391538,,16.46,02/11/2021,14:58:00,Sell,14.4552073,Financial Services,Shell Companies,Zomedica
IE0005042456,ISF,9,100,5.23,57.72,,,,,,,,EOF1034391958,,641.3,02/11/2021,14:58:00,Sell,6.413,Uncategorised,Uncategorised,Aeva Technologies
CA92837C1095,ABEPF,200,1.3813,,82.28,,,,,,,,EOF1034394625,,0.57,02/11/2021,14:59:00,Buy,0.412654746,Basic Materials,Other Industrial Metals & Mining,TPG Pace Tech Opportunities
US0547481087,AYRO,30,1.3826,,202.88,,,,,,,,EOF1035435693,,9.35,02/11/2021,15:27:00,Buy,6.762621149,Consumer Defensive,Grocery Stores,Nautilus Group
US4491091074,HYLN,8,1.38306,-142.79,90.7,,,,,,,,EOF1035437387,,15.68,02/11/2021,15:28:00,Sell,11.33717988,Technology,Solar,CPS Technologies 
CA53681G1090,LTMCF,1000,1.38261,,524.95,,,,,,,,EOF1035447296,,0.73,02/11/2021,15:36:00,Buy,0.527986923,Healthcare,Drug Manufacturers—Specialty & Generic,Biolase
CA26210W1005,TAKOF,50,1.38237,,60.77,,,,,,,,EOF1035457862,,1.68,02/11/2021,15:46:00,Buy,1.215304152,Consumer Cyclical,Leisure,iQSTEL
CA53681G1090,LTMCF,500,1.38246,,256.79,,,,,,,,EOF1035459963,,0.71,02/11/2021,15:48:00,Buy,0.513577246,Consumer Cyclical,Auto Manufacturers,NextGen Acquisition
US42226N1090,HCMC,12000,1.38238,,53.82,,,,,,,,EOF1035462612,,0.01,02/11/2021,15:50:00,Buy,0.007233901,Financial Services,Insurance—Property & Casualty,Silvergate Capital 
US1714391026,CCIV,5,1.38261,10.08,118.47,,,,,,,,EOF1035469699,,32.76,02/11/2021,15:57:00,Sell,23.69431727,Technology,Software—Infrastructure,NextGen Acquisition
US0547481087,AYRO,10,1.38147,,69.78,,,,,,,,EOF1035479073,,9.64,02/11/2021,16:07:00,Buy,6.978074081,Financial Services,Shell Companies,Ozon
US37519D1072,GIK,80,1.38149,-62.79,795.08,,,,,,,,EOF1036533719,,13.73,02/11/2021,16:12:00,Sell,9.938544615,Technology,Software—Infrastructure,Square
BMG6964L1072,PSFE,30,1.38181,9.06,354.1,,,,,,,,EOF1036536161,,16.31,02/11/2021,16:14:00,Sell,11.80335936,Financial Services,Insurance—Property & Casualty,Lemonade
CA53681G1090,LTMCF,500,1.38128,,242.53,,,,,,,,EOF1036556408,,0.67,02/11/2021,16:36:00,Buy,0.485057338,Technology,Software—Application,Tuscan  
US42226N1090,HCMC,50000,1.38153,,217.17,,,,,,,,EOF1036563172,,0.01,02/11/2021,16:44:00,Buy,0.007238352,Healthcare,Drug Manufacturers—Specialty & Generic,FTAC Olympus Acquisition
US86803X2045,SUNW,10,1.37997,,138.34,,,,,,,,EOF1040960062,,19.09,02/12/2021,14:30:00,Buy,13.83363406,Communication Services,Advertising Agencies,SunPower
US88688T1007,TLRY,5,1.37978,,106.79,,,,,,,,EOF1040965930,,29.47,02/12/2021,14:30:00,Buy,21.35847744,Technology,Computer Hardware,NextGen Acquisition
US63910B1026,NLS,30,1.38041,162.84,597.65,,,,,,,,EOF1040978366,,27.5,02/12/2021,14:32:00,Sell,19.92161749,Technology,Electronic Components,New Providence Acquisition 
US88160R1014,TSLA,1,1.38,,573.79,,,,,,,,EOF1040978808,,791.83,02/12/2021,14:32:00,Buy,573.7898551,Industrials,Electrical Equipment & Parts,Hims & Hers Health
US52567D1072,LMND,2,1.38496,61.12,240.34,,,,,,,,EOF1044560964,,166.43,02/12/2021,16:42:00,Sell,120.1695356,Utilities,Utilities—Diversified,Holicity 
US8522341036,SQ,1,1.38497,30.51,195.63,,,,,,,,EOF1044561070,,270.94,02/12/2021,16:43:00,Sell,195.6287862,Energy,Uranium,Vision Lithium
KYG825141032,IPOD,10,1.38538,,109.57,,,,,,,,EOF1044569728,,15.18,02/12/2021,17:02:00,Buy,10.95728248,Technology,Computer Hardware,ADMA Biologics
US8522341036,SQ,1,1.38594,32.11,197.23,,,,,,,,EOF1044574366,,273.35,02/12/2021,17:10:00,Sell,197.2307604,Communication Services,Advertising Agencies,Vision Lithium
US52567D1072,LMND,1,1.38594,30.17,119.78,,,,,,,,EOF1044574425,,166.01,02/12/2021,17:10:00,Sell,119.7815201,Real Estate,REIT—Healthcare Facilities,GigCapital3
US4525211078,IMMR,10.600149,1.38588,16.95,116.95,,,,,,,,EOF1044576897,,15.29,02/12/2021,17:15:00,Sell,11.03270124,Basic Materials,Other Industrial Metals & Mining,Palantir
CA98980M1095,ZOM,1,1.38586,0.14,1.88,,,,,,,,EOF1044577021,,2.6,02/12/2021,17:15:00,Sell,1.87609138,Consumer Defensive,Grocery Stores,Silvergate Capital 
