ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,Name
US70614W1009,PTON,5,1.34921,,425.1,,,,,,,,EOF627317546,,114.71,12/03/2020,16:32:00,Buy,85.02012289,Consumer Cyclical,Leisure,3x Long Tesla GraniteShares
US3647601083,GPS,6,1.34469,,94.37,,,,,,,,EOF628273820,,21.15,12/03/2020,20:53:00,Buy,15.72853223,Consumer Cyclical,Apparel Retail,3x Long Tesla GraniteShares
IM00B3NTV894,BPC,5661,100,,150.02,,,,,,,,EOF632377431,,2.65,12/07/2020,12:13:00,Buy,0.0265,Energy,Oil & Gas E&P,3x Long Tesla GraniteShares
US31188V1008,FSLY,73,1.3334,194.95,4653.48,,,,,,,,EOF633255326,,85,12/07/2020,14:37:00,Sell,63.74681266,Technology,Software—Application,3x Long Tesla GraniteShares
XS2193972598,3LTS,10,1.3331,,403.11,,,,,,,,EOF633263843,,53.74,12/07/2020,14:42:00,Buy,40.31205461,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US15961R1059,CHPT,10,1.33207,,269.05,,,,,,,,EOF633271144,,35.84,12/07/2020,14:49:00,Buy,26.90549295,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US31188V1008,FSLY,15,1.33182,,973.21,,,,,,,,EOF633277767,,86.41,12/07/2020,14:57:00,Buy,64.88114009,Technology,Software—Application,3x Long Tesla GraniteShares
XS2193972598,3LTS,15,1.33121,,625.02,,,,,,,,EOF634282441,,55.47,12/07/2020,15:05:00,Buy,41.66885766,Uncategorised,Uncategorised,Slack
US4837091010,KNDI,70,1.33631,,491.35,,,,,,,,EOF635184534,,9.38,12/07/2020,17:24:00,Buy,7.019329347,Consumer Cyclical,Auto Parts,Fastly
US4837091010,KNDI,16,1.33777,,102.26,,,,,,,,EOF635226903,,8.55,12/07/2020,20:58:00,Buy,6.391233172,Consumer Cyclical,Auto Parts,Tesla
IE00B3WJKG14,IITU,8.4317032,100,,100,,,,,,,,EOF636185552,,1186,12/08/2020,08:00:00,Buy,11.86,Uncategorised,Uncategorised,NIO Inc
XS2193972598,3LTS,12,1.33574,,601.91,,,,,,,,EOF636197204,,67,12/08/2020,09:23:00,Buy,50.15946217,Uncategorised,Uncategorised,Tesla
XS2193972598,3LTS,7,1.33389,,305.61,,,,,,,,EOF636205118,,58.24,12/08/2020,11:11:00,Buy,43.66177121,Uncategorised,Uncategorised,Jumia Technologies
XS2193972598,3LTS,7,1.33401,,296.77,,,,,,,,EOF636205856,,56.56,12/08/2020,11:18:00,Buy,42.39848277,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
XS2193972598,3LTS,191,1.33383,955.39,7589.37,,,,,,,,EOF636206740,,53,12/08/2020,11:32:00,Sell,39.73519864,Uncategorised,Uncategorised,ChargePoint Holdings
XS2193972598,3LTS,30,1.3337,,1264.05,,,,,,,,EOF636206966,,56.2,12/08/2020,11:36:00,Buy,42.13841194,Uncategorised,Uncategorised,ChargePoint Holdings
XS2193972598,3LTS,20,1.33322,,847.17,,,,,,,,EOF636207303,,56.47,12/08/2020,11:42:00,Buy,42.35610027,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
XS2193972598,3LTS,36,1.33293,,1525.12,,,,,,,,EOF636207616,,56.47,12/08/2020,11:47:00,Buy,42.36531551,Uncategorised,Uncategorised,Salesforce
XS2193972598,3LTS,50,1.33204,,2179.25,,,,,,,,EOF636209952,,58.06,12/08/2020,12:20:00,Buy,43.58727966,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
XS2193972598,3LTS,20,1.33086,,883.87,,,,,,,,EOF636211182,,58.82,12/08/2020,12:43:00,Buy,44.19698541,Uncategorised,Uncategorised,Nikola Corporation
US44852D1081,HUYA,15,1.33231,,212.11,,,,,,,,EOF637253481,,18.84,12/08/2020,14:58:00,Buy,14.1408531,Communication Services,Entertainment,Tattooed Chef
US37229T3014,GNUS,63,1.33302,-360.78,69,,,,,,,,EOF637255088,,1.46,12/08/2020,15:01:00,Sell,1.095257385,Communication Services,Entertainment,Zoom
US15961R1059,CHPT,50,1.33054,206.83,1338.17,,,,,,,,EOF637267893,,35.61,12/08/2020,15:28:00,Sell,26.76356968,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US69608A1088,PLTR,20,1.3314,,420.31,,,,,,,,EOF637270134,,27.98,12/08/2020,15:33:00,Buy,21.01547244,Technology,Software—Infrastructure,APA Corp.
US4837091010,KNDI,30,1.3342,,191.35,,,,,,,,EOF638199794,,8.51,12/08/2020,17:40:00,Buy,6.37835407,Consumer Cyclical,Auto Parts,Fastly
XS2193972598,3LTS,15,1.34622,,709.04,,,,,,,,EOF639468780,,63.64,12/09/2020,13:42:00,Buy,47.27310544,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US87663X1028,TTCF,26,1.34303,34.82,337.62,,,,,,,,EOF640445081,,17.44,12/09/2020,14:46:00,Sell,12.9855625,Consumer Defensive,Packaged Foods,3x Long Tesla GraniteShares
XS2193972598,3LTS,16,1.34278,,711.32,,,,,,,,EOF640445513,,59.7,12/09/2020,14:47:00,Buy,44.46000089,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US15961R1059,CHPT,4,1.34287,,127.49,,,,,,,,EOF640446328,,42.8,12/09/2020,14:48:00,Buy,31.87203527,Financial Services,Shell Companies,NIO Inc
US82452L2034,PIXY,250,1.34231,,512.18,,,,,,,,EOF640451874,,2.75,12/09/2020,14:57:00,Buy,2.04870708,Industrials,Staffing & Employment Services,3x Long Tesla GraniteShares
US6541101050,NKLA,72,1.3424,5.99,1011.03,,,,,,,,EOF640454541,,18.85,12/09/2020,15:02:00,Sell,14.0420143,Consumer Cyclical,Auto Manufacturers,3x Salesforce
XS2193972598,3LTS,13,1.342,,575.87,,,,,,,,EOF640454798,,59.45,12/09/2020,15:03:00,Buy,44.29955291,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US69608A1088,PLTR,45,1.34141,-0.11,928.57,,,,,,,,EOF640457330,,27.68,12/09/2020,15:08:00,Sell,20.63500347,Technology,Software—Infrastructure,Bahamas Petroleum
US31188V1008,FSLY,15,1.34235,66.23,1039.44,,,,,,,,EOF640465490,,93.02,12/09/2020,15:23:00,Sell,69.29638321,Technology,Software—Application,Tesla
US87663X1028,TTCF,40,1.34213,56.01,521.84,,,,,,0.01,,EOF640466586,,17.51,12/09/2020,15:26:00,Sell,13.0464262,Consumer Defensive,Packaged Foods,Tesla
US87663X1028,TTCF,10,1.3425,14.19,130.65,,,,,,,,EOF640466734,,17.54,12/09/2020,15:26:00,Sell,13.06517691,Consumer Defensive,Packaged Foods,Bahamas Petroleum
US82452L2034,PIXY,250,1.33996,12.09,524.27,,,,,,,,EOF640479060,,2.81,12/09/2020,15:59:00,Sell,2.097077525,Industrials,Staffing & Employment Services,Peloton Interactive
US31188V1008,FSLY,10,1.33918,,713.65,,,,,,,,EOF640479951,,95.57,12/09/2020,16:02:00,Buy,71.36456638,Technology,Software—Application,Gap
XS2193972598,3LTS,11,1.33746,,482.63,,,,,,,,EOF641487991,,58.68,12/09/2020,16:23:00,Buy,43.87420932,Uncategorised,Uncategorised,LTC Properties
US82452L2034,PIXY,150,1.33903,,322.62,,,,,,,,EOF641495660,,2.88,12/09/2020,16:43:00,Buy,2.150810661,Industrials,Staffing & Employment Services,Bahamas Petroleum
US82452L2034,PIXY,100,1.33893,,223.31,,,,,,,,EOF641501431,,2.99,12/09/2020,17:02:00,Buy,2.233126452,Industrials,Staffing & Employment Services,Fastly
BMG6964L1072,PSFE,50,1.33571,,492.25,,,,,,,,EOF641509950,,13.15,12/09/2020,17:31:00,Buy,9.844951374,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US82452L2034,PIXY,250,1.33685,-61.58,484.35,,,,,,,,EOF641519989,,2.59,12/09/2020,18:05:00,Sell,1.937390134,Industrials,Staffing & Employment Services,ChargePoint Holdings
US82452L2034,PIXY,200,1.33712,,390.39,,,,,,,,EOF641528563,,2.61,12/09/2020,18:21:00,Buy,1.951956444,Industrials,Staffing & Employment Services,Fastly
US15961R1059,CHPT,24,1.33744,89.98,653.19,,,,,,,,EOF642436035,,36.4,12/09/2020,18:33:00,Sell,27.21617418,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US88160R1014,TSLA,1,1.33725,,446.53,,,,,,,,EOF642458894,,597.13,12/09/2020,19:10:00,Buy,446.5358011,Consumer Cyclical,Auto Manufacturers,Kandi
US31188V1008,FSLY,4,1.33733,,271.38,,,,,,,,EOF642459345,,90.73,12/09/2020,19:11:00,Buy,67.8441372,Technology,Software—Application,Kandi
US88160R1014,TSLA,1,1.33711,,448.37,,,,,,,,EOF642459504,,599.53,12/09/2020,19:12:00,Buy,448.3774708,Consumer Cyclical,Auto Manufacturers,iShares S&P 500 Information Technology Sector
US62914V1061,NIO,5,1.33762,,165.07,,,,,,,,EOF642460331,,44.16,12/09/2020,19:14:00,Buy,33.01386044,Consumer Cyclical,Auto Manufacturers,3x Long Tesla GraniteShares
BMG6964L1072,PSFE,50,1.33768,,478.06,,,,,,,,EOF642461802,,12.79,12/09/2020,19:19:00,Buy,9.561330064,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US0088751062,AIKI,300,1.33786,,156.94,,,,,,,,EOF642465319,,0.7,12/09/2020,19:23:00,Buy,0.523223656,Healthcare,Biotechnology,3x Long Tesla GraniteShares
US82452L2034,PIXY,200,1.33865,-1.94,388.42,,,,,,0.01,,EOF642467882,,2.6,12/09/2020,19:27:00,Sell,1.942255257,Industrials,Staffing & Employment Services,3x Long Tesla GraniteShares
IM00B3NTV894,BPC,12000,100,,300,,,,,,,,EOF643058507,,2.5,12/10/2020,08:37:00,Buy,0.025,Energy,Oil & Gas E&P,3x Long Tesla GraniteShares
XS2193972598,3LTS,5,1.33236,,183.06,,,,,,,,EOF643059141,,48.78,12/10/2020,08:45:00,Buy,36.61172656,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US08862E1091,BYND,11,1.32948,26.26,1118.29,,,,,,,,EOF644000225,,135.16,12/10/2020,14:35:00,Sell,101.6638084,Consumer Defensive,Packaged Foods,3x Long Tesla GraniteShares
XS2193972598,3LTS,30,1.3307,,1014.5,,,,,,,,EOF644008157,,45,12/10/2020,14:42:00,Buy,33.81678816,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
ES0177542018,IAG,262,100,12.84,412.26,,,,,,,,EOF647056738,,157.35,12/11/2020,09:39:00,Sell,1.5735,Industrials,Airlines,3x Long Tesla GraniteShares
GB00B63H8491,RR,200,100,23.9,231.8,,,,,,,,EOF647066563,,115.9,12/11/2020,11:35:00,Sell,1.159,Industrials,Aerospace & Defense,"HUYA, Inc."
US15961R1059,CHPT,20,1.32153,100.14,569.49,,,,,,,,EOF648015899,,37.63,12/11/2020,15:08:00,Sell,28.47457114,Financial Services,Shell Companies,Genius Brands
US3498851035,FIII,20,1.32207,,197.42,,,,,,,,EOF649067779,,13.05,12/11/2020,18:15:00,Buy,9.870884295,Financial Services,Shell Companies,ChargePoint Holdings
US3498851035,FIII,20,1.322,-7.86,189.56,,,,,,,,EOF649991655,,12.53,12/11/2020,20:47:00,Sell,9.47806354,Financial Services,Shell Companies,Palantir
US62914V1061,NIO,10,1.33393,,301.44,,,,,,,,EOF656147134,,40.21,14/12/2020,15:35:00,Buy,30.14401056,Consumer Cyclical,Auto Manufacturers,Kandi
US92671V1061,VIEW,60,1.33238,,470.58,,,,,,,,EOF657504417,,10.45,14/12/2020,19:52:00,Buy,7.843107822,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US87663X1028,TTCF,5,1.33241,,76.63,,,,,,,,EOF657505899,,20.42,14/12/2020,19:59:00,Buy,15.32561299,Consumer Defensive,Packaged Foods,Tattooed Chef
US63910B1026,NLS,30,1.33252,,388.36,,,,,,,,EOF657506904,,17.25,14/12/2020,20:06:00,Buy,12.94539669,Consumer Cyclical,Leisure,3x Long Tesla GraniteShares
US87663X1028,TTCF,5,1.33233,,76.11,,,,,,,,EOF657507327,,20.28,14/12/2020,20:09:00,Buy,15.22145414,Consumer Defensive,Packaged Foods,ChargePoint Holdings
US63910B1026,NLS,15,1.33791,,197.1,,,,,,,,EOF658726171,,17.58,15/12/2020,14:37:00,Buy,13.1398973,Consumer Cyclical,Leisure,ShiftPixy
KYG9446E1052,VGAC,12,1.34406,,100.71,,,,,,,,EOF660868074,,11.28,15/12/2020,16:14:00,Buy,8.392482478,Financial Services,Shell Companies,Nikola Corporation
US57667L1070,MTCH,1,1.35125,,113.34,,,,,,,,EOF662906634,,153.15,16/12/2020,14:30:00,Buy,113.3395005,Communication Services,Internet Content & Information,3x Long Tesla GraniteShares
US88160R1014,TSLA,4,1.35177,100.05,1844.68,,,,,,,,EOF662923019,,623.4,16/12/2020,14:39:00,Sell,461.1731286,Consumer Cyclical,Auto Manufacturers,Palantir
US31188V1008,FSLY,14,1.35207,1.24,986.27,,,,,,,,EOF662923436,,95.25,16/12/2020,14:39:00,Sell,70.447536,Technology,Software—Application,Fastly
XS2193972598,3LTS,110,1.34962,-637.13,4002.49,,,,,,,,EOF663891186,,49.11,16/12/2020,15:21:00,Sell,36.38802033,Uncategorised,Uncategorised,Tattooed Chef
XS2193972598,3LTS,27,1.35134,,1031.94,,,,,,,,EOF663895700,,51.65,16/12/2020,15:33:00,Buy,38.22132106,Uncategorised,Uncategorised,Tattooed Chef
XS2193972598,3LTS,7,1.35126,,267.32,,,,,,,,EOF663895779,,51.6,16/12/2020,15:34:00,Buy,38.18658141,Uncategorised,Uncategorised,ShiftPixy
US63910B1026,NLS,20,1.35024,,266.32,,,,,,,,EOF665192164,,17.98,16/12/2020,20:26:00,Buy,13.3161512,Consumer Cyclical,Leisure,Fastly
ES0177542018,IAG,400,100,,648.4,,,,,,,,EOF665231538,,162.1,17/12/2020,13:08:00,Buy,1.621,Industrials,Airlines,3x Long Tesla GraniteShares
XS2193972598,3LTS,100,1.35922,-165.45,3973.09,,,,,,,,EOF666285478,,54,17/12/2020,14:26:00,Sell,39.72866791,Uncategorised,Uncategorised,ShiftPixy
US63910B1026,NLS,35,1.35908,,469.73,,,,,,,,EOF666292295,,18.24,17/12/2020,14:31:00,Buy,13.42084351,Consumer Cyclical,Leisure,ShiftPixy
US2620771004,DS,225,1.35836,,493.61,,,,,,,,EOF666301799,,2.98,17/12/2020,14:36:00,Buy,2.193821962,Consumer Cyclical,Leisure,Paysafe
US8522341036,SQ,4,1.35942,,684.82,,,,,,,,EOF666304896,,232.74,17/12/2020,14:41:00,Buy,171.205367,Technology,Software—Infrastructure,ShiftPixy
US09354A1007,BLNK,20,1.35946,,475.63,,,,,,,,EOF666315403,,32.33,17/12/2020,14:57:00,Buy,23.78150148,Consumer Cyclical,Specialty Retail,ShiftPixy
US31188V1008,FSLY,13,1.35955,,916.99,,,,,,,,EOF666318175,,95.9,17/12/2020,15:01:00,Buy,70.53804568,Technology,Software—Application,ChargePoint Holdings
US03743Q1085,APA,29,1.35832,0.77,333.7,,,,,,,,EOF667485104,,15.63,17/12/2020,15:43:00,Sell,11.50686142,Energy,Oil & Gas E&P,Tesla
XS2193972598,3LTS,20,1.35242,,931.66,,,,,,,,EOF669334303,,63,18/12/2020,11:31:00,Buy,46.58316204,Uncategorised,Uncategorised,Fastly
KYG9446E1052,VGAC,20,1.34734,,165.36,,,,,,,,EOF670644970,,11.14,18/12/2020,15:21:00,Buy,8.268143156,Financial Services,Shell Companies,Tesla
KYG9446E1052,VGAC,8,1.3472,,66.21,,,,,,,,EOF670645131,,11.15,18/12/2020,15:22:00,Buy,8.276425178,Financial Services,Shell Companies,NIO Inc
US35952H6018,FCEL,28,1.35068,,196.73,,,,,,,,EOF671786772,,9.49,18/12/2020,17:44:00,Buy,7.026090562,Industrials,Electrical Equipment & Parts,Paysafe
KYG5223X1007,KXIN,20,1.35087,,70.77,,,,,,,,EOF671800648,,4.78,18/12/2020,18:58:00,Buy,3.5384604,Consumer Cyclical,Auto & Truck Dealerships,Aikido Pharma
XS2193972598,3LTS,90,1.32824,182.65,4011.29,,,,,,,,EOF674166189,,59.2,21/12/2020,08:20:00,Sell,44.57025839,Uncategorised,Uncategorised,ShiftPixy
IE00BK5BZQ82,3AMZ,40,100,,1023.2,,,,,,,,EOF675238771,,2558,21/12/2020,10:20:00,Buy,25.58,Uncategorised,Uncategorised,Bahamas Petroleum
BMG6964L1072,PSFE,100,1.33246,,1052.93,,,,,,,,EOF676604381,,14.03,21/12/2020,14:34:00,Buy,10.52939675,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US37519D1072,GIK,60,1.34499,,550.49,,,,,,,,EOF681233877,,12.34,21/12/2020,20:53:00,Buy,9.174789404,Financial Services,Shell Companies,Beyond Meat
US92671V1061,VIEW,12,1.34535,,99.27,,,,,,,,EOF681234542,,11.13,21/12/2020,20:55:00,Buy,8.272940127,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US92671V1061,VIEW,28,1.34535,,231.64,,,,,,,,EOF681234543,,11.13,21/12/2020,20:55:00,Buy,8.272940127,Financial Services,Shell Companies,IAG SA
US63910B1026,NLS,20,1.34508,,289.5,,,,,,,,EOF681236024,,19.47,21/12/2020,20:59:00,Buy,14.47497547,Consumer Cyclical,Leisure,Rolls-Royce Holdings
US92671V1061,VIEW,50,1.33598,,440.87,,,,,,,,EOF685361752,,11.78,22/12/2020,15:07:00,Buy,8.817497268,Financial Services,Shell Companies,ChargePoint Holdings
US62914V1061,NIO,5,1.33627,,181.4,,,,,,,,EOF685382040,,48.48,22/12/2020,15:28:00,Buy,36.28009309,Consumer Cyclical,Auto Manufacturers,Forum Merger III 
BMG6964L1072,PSFE,10,1.33377,,110.89,,,,,,,,EOF686663706,,14.79,22/12/2020,16:14:00,Buy,11.0888684,Uncategorised,Uncategorised,Forum Merger III 
US9497461015,WFC,2,1.348,,44.69,,,,,,,,EOF696063198,,30.12,23/12/2020,17:54:00,Buy,22.34421365,Financial Services,Banks—Diversified,NIO Inc
US98980L1017,ZM,1,1.35927,,281.47,,,,,,,,EOF700750953,,382.6,24/12/2020,14:55:00,Buy,281.4746151,Communication Services,Telecom Services,View
US87663X1028,TTCF,10,1.35892,,185.74,,,,,,,,EOF700751661,,25.24,24/12/2020,14:56:00,Buy,18.57357313,Consumer Defensive,Packaged Foods,Tattooed Chef
US7562291002,RCHG,50,1.35891,,375.3,,,,,,,,EOF700751721,,10.2,24/12/2020,14:56:00,Buy,7.506015851,Financial Services,Shell Companies,Nautilus Group
US35952H6018,FCEL,20,1.35567,,187.8,,,,,,,,EOF700757743,,12.73,24/12/2020,15:06:00,Buy,9.390190828,Industrials,Electrical Equipment & Parts,Tattooed Chef
US09354A1007,BLNK,5,1.35583,,190.29,,,,,,,,EOF700759789,,51.6,24/12/2020,15:09:00,Buy,38.05786861,Consumer Cyclical,Specialty Retail,Nautilus Group
US01609W1027,BABA,3,1.3553,,486.27,,,,,,,,EOF700770111,,219.68,24/12/2020,15:31:00,Buy,162.0895743,Consumer Cyclical,Internet Retail,VG Acquisition
US98980L1017,ZM,3,1.35425,,831.09,,,,,,,,EOF701917511,,375.17,24/12/2020,17:57:00,Buy,277.0315673,Communication Services,Telecom Services,Match Group
US88160R1014,TSLA,1,1.35243,,502.43,,,,,,,,EOF704397594,,679.5,28/12/2020,14:41:00,Buy,502.4289612,Consumer Cyclical,Auto Manufacturers,Tesla
US31188V1008,FSLY,13,1.35273,2.13,919.12,,,,,,,,EOF704402829,,95.64,28/12/2020,14:44:00,Sell,70.70147036,Technology,Software—Application,Fastly
US01609W1027,BABA,2,1.35162,,330.53,,,,,,,,EOF704413971,,223.38,28/12/2020,14:53:00,Buy,165.2683447,Consumer Cyclical,Internet Retail,3x Long Tesla GraniteShares
US4525211078,IMMR,68,1.35155,,514.7,,,,,,,,EOF704424220,,10.23,28/12/2020,15:01:00,Buy,7.569087344,Technology,Software—Application,3x Long Tesla GraniteShares
US15961R1059,CHPT,8,1.34522,,261.79,,,,,,,,EOF706955484,,44.02,28/12/2020,17:31:00,Buy,32.72327203,Financial Services,Shell Companies,3x Long Tesla GraniteShares
US02083E1055,ALPP,100,1.34493,,341.28,,,,,,,,EOF706965424,,4.59,28/12/2020,17:58:00,Buy,3.412817024,Technology,Electronic Components,Nautilus Group
US29788T1034,ETWO,30,1.35073,,255.2,,,,,,,,EOF710854382,,11.49,29/12/2020,14:31:00,Buy,8.506511294,Financial Services,Shell Companies,IAG SA
US69608A1088,PLTR,8,1.35089,,153.38,,,,,,,,EOF710862524,,25.9,29/12/2020,14:32:00,Buy,19.17254551,Technology,Software—Infrastructure,3x Long Tesla GraniteShares
US4525211078,IMMR,68,1.35068,18.95,533.65,,,,,,,,EOF713633067,,10.6,29/12/2020,14:44:00,Sell,7.847898836,Technology,Software—Application,Nautilus Group
US01609W1027,BABA,1,1.35119,,173.5,,,,,,,,EOF715210564,,234.43,29/12/2020,16:41:00,Buy,173.4989158,Consumer Cyclical,Internet Retail,Drive Shack 
US8522341036,SQ,1,1.35079,,157.55,,,,,,,,EOF715219516,,212.82,29/12/2020,17:15:00,Buy,157.5522472,Technology,Software—Infrastructure,Square
US4525211078,IMMR,10.600149,1.34939,,100,,,,,,,,EOF715221857,,12.73,29/12/2020,17:25:00,Buy,9.433892351,Technology,Software—Application,Blink Charging
GB00BN7CG237,AML,6,100,,118.73,,,,,0.59,,,EOF717031462,,1969,30/12/2020,08:02:00,Buy,19.69,Consumer Cyclical,Auto Manufacturers,Fastly
US0231351067,AMZN,0.15,1.36065,0.3,365.26,,,,,,,,EOF721131565,,3313.3,30/12/2020,15:47:00,Sell,2435.086172,Consumer Cyclical,Internet Retail,APA Corp.
IE00BK5BZQ82,3AMZ,40,100,83.6,1106.8,,,,,,,,EOF721131904,,2767,30/12/2020,15:48:00,Sell,27.67,Uncategorised,Uncategorised,3x Long Tesla GraniteShares
US02083E1055,ALPP,100,1.36129,,297.51,,,,,,,,EOF725939741,,4.05,30/12/2020,19:00:00,Buy,2.975119188,Technology,Electronic Components,VG Acquisition
US88160R1014,TSLA,1,1.3622,,508.03,,,,,,,,EOF725962299,,692.04,30/12/2020,20:30:00,Buy,508.0311261,Consumer Cyclical,Auto Manufacturers,VG Acquisition
US62914V1061,NIO,10,1.3622,,352.96,,,,,,,,EOF725962437,,48.08,30/12/2020,20:31:00,Buy,35.29584496,Consumer Cyclical,Auto Manufacturers,FuelCell Energy
US0088751062,AIKI,300,1.36446,69.52,226.42,,,,,,0.01,,EOF727124813,,1.03,31/12/2020,14:34:00,Sell,0.754877387,Healthcare,Biotechnology,Kaixin Auto 
US83304A1060,SNAP,3,1.36453,18.54,108.02,,,,,,,,EOF727130325,,49.13,31/12/2020,14:36:00,Sell,36.00507134,Communication Services,Internet Content & Information,3x Long Tesla GraniteShares
US0970231058,BA,3,1.36462,32.38,472.9,,,,,,,,EOF727131091,,215.11,31/12/2020,14:37:00,Sell,157.6336269,Industrials,Aerospace & Defense,3x Amazon
US37519D1072,GIK,50,1.36453,22.01,480.75,,,,,,,,EOF730084399,,13.12,31/12/2020,14:39:00,Sell,9.615032282,Financial Services,Shell Companies,Paysafe
US6792951054,OKTA,0.5,1.36471,5.07,94.91,,,,,,,,EOF730085302,,259.06,31/12/2020,14:41:00,Sell,189.8278755,Technology,Software—Infrastructure,GigCapital3
US64110L1061,NFLX,0.7565771,1.3647,13.63,292.04,,,,,,,,EOF730086312,,526.77,31/12/2020,14:42:00,Sell,385.9969224,Communication Services,Entertainment,View
US88160R1014,TSLA,1,1.36606,,510.67,,,,,,,,EOF730089931,,697.61,31/12/2020,14:46:00,Buy,510.6730305,Consumer Cyclical,Auto Manufacturers,View
US62914V1061,NIO,5,1.36596,,182.84,,,,,,,,EOF730090053,,49.95,31/12/2020,14:46:00,Buy,36.56768866,Consumer Cyclical,Auto Manufacturers,Nautilus Group
US98980L1017,ZM,8,1.36628,-389.48,2016.8,,,,,,,,EOF730093056,,344.44,31/12/2020,14:50:00,Sell,252.1005943,Communication Services,Telecom Services,View
US88160R1014,TSLA,1,1.36608,,509.48,,,,,,,,EOF730093177,,695.99,31/12/2020,14:50:00,Buy,509.4796791,Consumer Cyclical,Auto Manufacturers,NIO Inc
US62914V1061,NIO,20,1.36603,,737.02,,,,,,,,EOF730093715,,50.34,31/12/2020,14:51:00,Buy,36.85131366,Consumer Cyclical,Auto Manufacturers,Paysafe
US79466L3024,CRM,3,1.3661,-9.6,484.46,,,,,,,,EOF730094167,,220.61,31/12/2020,14:52:00,Sell,161.48891,Technology,Software—Application,Wells Fargo
US35952H6018,FCEL,28,1.36616,7.08,231.38,,,,,,0.01,,EOF730097587,,11.29,31/12/2020,14:57:00,Sell,8.264039351,Industrials,Electrical Equipment & Parts,Realty Income
US52567D1072,LMND,5,1.36635,,454.9,,,,,,,,EOF730107935,,124.31,31/12/2020,15:16:00,Buy,90.97961723,Financial Services,Insurance—Property & Casualty,Zoom
US87663X1028,TTCF,10,1.36581,,174.99,,,,,,,,EOF730113796,,23.9,31/12/2020,15:28:00,Buy,17.49877362,Consumer Defensive,Packaged Foods,Tattooed Chef
US69608A1088,PLTR,8,1.36578,,140.75,,,,,,,,EOF730113871,,24.03,31/12/2020,15:28:00,Buy,17.59434169,Technology,Software—Infrastructure,Recharge Acquisition
US15961R1059,CHPT,2,1.36524,,59.27,,,,,,,,EOF730115919,,40.46,31/12/2020,15:34:00,Buy,29.63581495,Financial Services,Shell Companies,FuelCell Energy
US62914V1061,NIO,20,1.36549,,729.26,,,,,,,,EOF731233968,,49.79,31/12/2020,16:30:00,Buy,36.46310116,Consumer Cyclical,Auto Manufacturers,Blink Charging
US88160R1014,TSLA,1,1.36645,,523.09,,,,,,,,EOF731250440,,714.78,31/12/2020,17:30:00,Buy,523.0926854,Consumer Cyclical,Auto Manufacturers,Alibaba
US33813J1060,FSR,9,1.36556,,98.2,,,,,,,,EOF731258707,,14.9,31/12/2020,18:09:00,Buy,10.9112745,Consumer Cyclical,Auto Manufacturers,Zoom
GB00B15FWH70,CINE,865,100,9.86,564.85,,,,,,,,EOF735152351,,65.3,01/04/2021,11:40:00,Sell,0.653,Communication Services,Entertainment,Tesla
